date,prcp(mm/day),tmean(C),srad(W/m2),vp(Pa),GW(feet)
27/2/1986,0,2.395,284.29,551.9,3.81
28/2/1986,10.94,1.045,157.7,546.62,5.53
1/3/1986,0,0.445,341.73,440,3.57
2/3/1986,0,1.385,388.79,439.39,3.66
3/3/1986,0,4.02,395.32,520,3.72
4/3/1986,0,5.965,406.35,593.2,3.77
5/3/1986,0,5.215,402.38,565.1,3.84
6/3/1986,0,6.135,418.24,580.38,3.88
7/3/1986,0,7.165,410.91,640,4.01
8/3/1986,0,0.88,457.67,357.48,4.12
9/3/1986,0,3.655,462.17,435.56,4.12
10/3/1986,0,13.33,448.87,838.02,4.14
11/3/1986,0,18.98,393.3,1400.1,4.2
12/3/1986,0,14.905,466.01,833.35,4.26
13/3/1986,3.58,12.805,323.26,947.75,4.27
14/3/1986,11.71,16.185,252.28,1306.84,4.14
15/3/1986,2.98,15.39,311.14,1223.01,3.99
16/3/1986,0,14.015,403.06,1013.02,4.03
17/3/1986,0,12.105,408.45,896.72,4.12
18/3/1986,0,9.835,462.1,651.81,4.18
19/3/1986,3.9,15.57,350.31,1220.11,4.17
20/3/1986,21.27,14.825,274.5,1168.67,4.11
21/3/1986,15.88,4.5,308.65,536.96,3.82
22/3/1986,0,0.44,405.56,408.39,3.78
23/3/1986,0,3.255,487.34,403.1,3.84
24/3/1986,0,9.56,484.4,630.08,3.95
25/3/1986,0,10.93,508.18,600,4.05
26/3/1986,0,13.86,477.16,828.33,4.09
27/3/1986,0,17.27,403.55,1263.32,4.12
28/3/1986,0,13.46,478.88,805.64,4.23
29/3/1986,0,12.1,506.47,649.98,4.29
30/3/1986,0,16.07,488.74,873.56,4.35
31/3/1986,0,19.215,474.42,1096.79,4.42
1/4/1986,0,18.885,494.83,974.09,4.48
2/4/1986,0,19.195,463.41,1121,4.53
3/4/1986,0,18.39,408.81,1269.08,4.59
4/4/1986,0,16.445,420.52,1100.02,4.65
5/4/1986,0,19.8,387.55,1435.71,4.66
6/4/1986,0,18.46,410.35,1267.26,4.71
7/4/1986,10.69,18.77,281.02,1401.45,4.55
8/4/1986,0,17.865,451.36,1115.81,4.27
9/4/1986,1.57,15.43,395.88,1119.63,4.34
10/4/1986,0,8.465,393.35,717.45,4.49
11/4/1986,0,9.165,455.6,652.35,4.58
12/4/1986,0,12.365,501.88,699.61,4.66
13/4/1986,0,14.73,495.18,814.78,4.75
14/4/1986,0,15.31,438.96,1005.73,4.82
15/4/1986,0,15.605,390.57,1145.37,4.83
16/4/1986,0.65,16.01,407.45,1081.77,4.82
17/4/1986,2.92,8.8,259.3,800,4.88
18/4/1986,4.6,9.135,187.01,919.79,4.91
19/4/1986,0,11.09,439.21,799.74,4.96
20/4/1986,0,15.14,485.03,887.69,5.02
21/4/1986,10.89,19.035,261.87,1500.15,5.02
22/4/1986,5.97,14.405,308.07,1059.71,4.84
23/4/1986,0,7.83,415.68,650.01,4.97
24/4/1986,0,10.045,440.7,743.77,5.07
25/4/1986,0,13.75,510.7,797.43,5.11
26/4/1986,2.8,17.68,403.59,1095.36,5.15
27/4/1986,0,18.685,493.13,1019.18,5.22
28/4/1986,0,18.89,481.61,1057.54,5.26
29/4/1986,0,19.775,427.22,1305.91,5.26
30/4/1986,0,18.855,469.39,1109.52,5.33
1/5/1986,0,20.575,519.87,1022.66,5.37
2/5/1986,0,23.62,469.74,1431.94,5.45
3/5/1986,0,14.825,524.4,740.69,5.55
4/5/1986,0,12.295,504.13,691.77,5.58
5/5/1986,0,16.29,511.14,840.32,5.59
6/5/1986,0,21.785,462.49,1318.96,5.62
7/5/1986,0,25.335,433.29,1718.72,5.67
8/5/1986,2.69,24.585,390.69,1666.04,5.72
9/5/1986,0,17.69,462.54,1053.67,5.79
10/5/1986,0,11.805,473.86,733.56,5.83
11/5/1986,0,14.42,544.11,660.75,5.87
12/5/1986,0,17.99,494.74,968.19,5.92
13/5/1986,0,17.145,379.09,1239.64,5.93
14/5/1986,2.75,14.565,194.26,1338.62,5.91
15/5/1986,8.81,17.65,254.2,1443.89,5.91
16/5/1986,0,21.17,418.04,1469.02,5.99
17/5/1986,0,23.14,438.34,1513.18,6.08
18/5/1986,0,24.525,436.76,1623,6.16
19/5/1986,0.07,23.84,421.61,1628.23,6.18
20/5/1986,8.01,23.105,232.28,2098.26,5.78
21/5/1986,12.38,20.295,236.34,1761.84,5.73
22/5/1986,4.91,19.32,236.41,1674.07,5.85
23/5/1986,0,17.465,446.54,1133.15,6.02
24/5/1986,0,20.055,432.91,1347.97,6.07
25/5/1986,0,20.5,418.8,1429.1,6.16
26/5/1986,0,21.015,379.38,1617.24,6.25
27/5/1986,0,20.425,415.15,1439.65,6.27
28/5/1986,0,21.305,378.57,1647.36,5.89
29/5/1986,0,23.98,442.52,1631.84,5.4
30/5/1986,0,25.045,462.99,1575.11,5.59
31/5/1986,0,25.955,419.7,1864.55,5.72
1/6/1986,0,25.3,442.65,1702.59,5.87
2/6/1986,0,26.795,428.05,1918.5,5.99
3/6/1986,0,22.99,499,1294.54,6.1
4/6/1986,0,20.24,461.96,1256.95,6.17
5/6/1986,0,21.905,501.62,1222.31,6.23
6/6/1986,0,24.56,443.84,1655.01,6.19
7/6/1986,3.06,25.225,298.6,2223.85,6.27
8/6/1986,0,26.19,399.86,2041.64,6.38
9/6/1986,0,25.955,429.3,1884.14,6.51
10/6/1986,0,21.43,544.01,1061.17,6.58
11/6/1986,0,24.205,484.55,1493.74,6.58
12/6/1986,0,28,430.63,2061.87,6.67
13/6/1986,5.28,28.235,380.31,2067.87,6.72
14/6/1986,0,25.92,429.83,1781.4,6.21
15/6/1986,1.76,25.605,383.72,1948.37,4.95
16/6/1986,10.68,25.42,283.85,2217.61,3.99
17/6/1986,0,26.125,367.21,2198.75,4.13
18/6/1986,0,22.475,500.88,1281.02,4.32
19/6/1986,0,20.93,528.25,963.5,4.49
20/6/1986,0,24.345,457.57,1303.67,4.6
21/6/1986,0.14,23.28,462.78,1210.54,4.78
22/6/1986,0,21.535,535.23,854.02,4.88
23/6/1986,0,26.23,476.67,1334.93,5
24/6/1986,1.79,27.045,428.25,1549.46,4.88
25/6/1986,0,24.47,489.79,1179.98,4.71
26/6/1986,0,22.46,493.03,1050.61,4.93
27/6/1986,0,24.355,456.51,1303.81,5.07
28/6/1986,0,27.64,448.04,1576.3,5.12
29/6/1986,15.42,27.785,323.99,1971.9,4.24
30/6/1986,33.65,27.635,297.02,2276.38,4.39
1/7/1986,28.04,26.665,298.57,2342.18,4.06
2/7/1986,8.77,25.89,262.12,2471.52,4
3/7/1986,0.03,25.185,364.34,2283.76,3.45
4/7/1986,0,22.845,465.76,1628.97,3.62
5/7/1986,0,23.585,478.87,1637.17,3.8
6/7/1986,0,25.64,473.3,1840.69,4
7/7/1986,0,28.325,438.49,2241.63,4.2
8/7/1986,0,29.5,424.57,2448.52,4.35
9/7/1986,0,30.285,405.71,2650.21,4.52
10/7/1986,16.05,28.835,322.03,2543.78,4.57
11/7/1986,2.95,27.6,371.65,2401.84,3.95
12/7/1986,18.92,28.535,289.63,2695.42,3.8
13/7/1986,0,28.995,420.66,2566.59,4.02
14/7/1986,0,29.5,370.8,2876.1,4.29
15/7/1986,0,27.85,399.53,2521.44,4.5
16/7/1986,0,25.625,427.78,2126.12,4.54
17/7/1986,0,27.745,390.31,2534.18,4.69
18/7/1986,0,29.08,416.85,2557.05,4.82
19/7/1986,1.35,29.65,404.95,2621.17,4.96
20/7/1986,16.42,28.02,314.88,2483.72,5.08
21/7/1986,16.35,27.2,309.16,2400.49,4.89
22/7/1986,7.16,26.975,316.86,2481.92,5.02
23/7/1986,3.38,27.075,285.06,2589.69,5.05
24/7/1986,8.33,27.095,256.14,2640,4.35
25/7/1986,2.48,26.825,308.32,2591.56,4.49
26/7/1986,6.16,27.75,279.13,2719.3,4.71
27/7/1986,6.67,27.66,306.79,2542.08,4.86
28/7/1986,0,28.11,395.5,2629.57,5.02
29/7/1986,0,28.42,384.03,2714.53,5.14
30/7/1986,0,26.75,450.7,2242.47,5.28
31/7/1986,0,25.15,442.5,2084.68,5.45
1/8/1986,0,25.81,431.8,2192.48,5.6
2/8/1986,0,27.28,401.82,2467.24,5.71
3/8/1986,21.38,25.875,290.81,2320.19,5.83
4/8/1986,3.24,24.62,319.84,2290.25,5.88
5/8/1986,0,25.01,379.38,2280,5.67
6/8/1986,0,25.47,399.67,2280.71,5.77
7/8/1986,34.77,25.65,307.64,2272.17,5.99
8/8/1986,0,26.57,379.47,2470.82,6.02
9/8/1986,0,26.915,375.98,2535.11,5.12
10/8/1986,0,26.875,401.1,2444,5.39
11/8/1986,13.89,27.61,297.64,2593.08,5.55
12/8/1986,44.08,25.93,303.18,2310.1,5.27
13/8/1986,35.31,23.355,197.25,2316.76,3.99
14/8/1986,3.6,24.245,256.67,2320,3.54
15/8/1986,0,25.89,334.93,2527.63,3.59
16/8/1986,0,26.195,392.31,2400.25,3.73
17/8/1986,13.33,26.335,258.12,2573.54,3.9
18/8/1986,6.28,25.5,252.33,2480,3.89
19/8/1986,8.5,25.285,241.99,2490.65,3.97
20/8/1986,33.92,23.9,203.79,2410.03,3.08
21/8/1986,26.52,25.29,220.04,2576.22,2.9
22/8/1986,6.41,24.5,283.54,2280,3.11
23/8/1986,0,22.295,445.86,1800,3.25
24/8/1986,0,23.5,425.62,2000.09,3.45
25/8/1986,0,19.975,500.71,1400.47,3.67
26/8/1986,0,21.555,474.3,1618.77,3.85
27/8/1986,0,24.725,438.75,2080,3.97
28/8/1986,44.9,22.985,357.59,1733.55,2.62
29/8/1986,16.84,15.335,352.7,1133.38,2.6
30/8/1986,0,16.395,480.41,1182.39,2.8
31/8/1986,0,18.52,431.9,1440.47,2.95
1/9/1986,0,20.11,420.19,1617.57,3.1
2/9/1986,0,21.65,387.27,1849.17,3.25
3/9/1986,2.6,22.175,304.7,1975.57,3.38
4/9/1986,0,21.82,399.56,1823.03,3.49
5/9/1986,0,22.025,367.33,1920,3.59
6/9/1986,0,22.2,327.43,2060.35,3.69
7/9/1986,0,21.83,414.45,1780.63,3.84
8/9/1986,5.68,20.435,326.66,1640,3.95
9/9/1986,0,16.88,423.73,1314.97,4.05
10/9/1986,0,19.38,421.55,1517.46,4.16
11/9/1986,0,22.77,401.32,1898.21,4.26
12/9/1986,0,24.995,340.92,2326.14,4.35
13/9/1986,0,21.775,433.16,1666.37,4.51
14/9/1986,0,18.03,475.15,1204.71,4.63
15/9/1986,0,19.83,446.79,1412.43,4.71
16/9/1986,0,21.86,367.24,1832.69,4.82
17/9/1986,0,16.7,461.54,1117.99,4.93
18/9/1986,0,15.1,455.21,1009.66,4.99
19/9/1986,0,19.145,406.51,1417.67,5.07
20/9/1986,0,22.475,356.46,1868.15,5.15
21/9/1986,0,23.485,330.65,2064.89,5.23
22/9/1986,0,23.265,305.6,2099.75,5.29
23/9/1986,0,21.57,374.68,1719.45,5.35
24/9/1986,0,24.025,353.9,2037.61,5.46
25/9/1986,0,25.82,346.08,2274.72,5.59
26/9/1986,0,26.39,366.62,2248.51,5.68
27/9/1986,0,26.775,351.75,2328.05,5.76
28/9/1986,1.76,25.17,338.5,2200.01,5.85
29/9/1986,4.27,22.735,261.9,1880,5.91
30/9/1986,0,23.77,358.6,1929.08,5.98
1/10/1986,0,25.5,341.05,2200,6.06
2/10/1986,0,26.335,322.76,2347.01,6.17
3/10/1986,0,24.34,383.73,1828.36,6.26
4/10/1986,0,26.245,334.89,2266,6.34
5/10/1986,0,26.795,304.17,2440.93,6.42
6/10/1986,0,20.995,387.79,1451.75,6.55
7/10/1986,0,16.275,358.88,1194.58,6.6
8/10/1986,0,17.68,343.35,1327.98,7.27
9/10/1986,0,20.34,303.94,1658.28,6.66
10/10/1986,2.8,18.45,269.32,1466.82,6.53
11/10/1986,1.92,13.84,237.7,1203.95,6.5
12/10/1986,0.29,16.625,297.41,1320.39,6.65
13/10/1986,2.42,18.96,326.13,1407.36,6.73
14/10/1986,27.64,21.8,185.87,1952.81,6.74
15/10/1986,0,16.865,368.17,1156.07,6.85
16/10/1986,0,11.605,335,893.05,6.91
17/10/1986,0,11.015,369.13,788.53,6.98
18/10/1986,0,11.635,353.87,836.48,7.05
19/10/1986,0,10.38,351.62,777.83,7.09
20/10/1986,0,9.595,386.67,640,7.11
21/10/1986,0,10.825,391.28,640,7.11
22/10/1986,0,13.12,382.09,780.61,7.11
23/10/1986,0,16.3,361.4,1007.8,7.11
24/10/1986,0,16.805,339.06,1122.95,7.11
25/10/1986,0.31,17.09,276.23,1319.38,7.11
26/10/1986,15.86,17.645,153.83,1544.72,7.11
27/10/1986,5.95,19.185,154.95,1693.16,7.11
28/10/1986,0,16.22,289.49,1218.1,7.11
29/10/1986,0,14.415,305.88,1028.65,7.11
30/10/1986,0,15.445,256.53,1230.85,7.11
31/10/1986,0,14.855,292.18,1089.49,7.11
1/11/1986,0,16.065,246.08,1293.99,7.11
2/11/1986,3.33,17.885,231.98,1356.88,7.11
3/11/1986,3.15,15.305,213.72,1216.93,7.11
4/11/1986,0,12.405,305.15,880.14,7.11
5/11/1986,1.97,15.52,252,1227.07,7.11
6/11/1986,0.72,16.095,210.25,1364.35,7.11
7/11/1986,0,15.405,209.59,1312.54,7.11
8/11/1986,0.01,17.42,191.03,1526.07,7.11
9/11/1986,0,20.74,242.46,1697.13,7.11
10/11/1986,0,18.51,273.5,1361.79,7.11
11/11/1986,2.04,12.515,128.53,1186.95,7.11
12/11/1986,6.79,10.27,127.5,984.15,7.11
13/11/1986,11.45,6.865,109.06,800,7.82
14/11/1986,0,1.605,294.17,416.92,7.9
15/11/1986,4.56,3.8,161.66,584.6,7.69
16/11/1986,7.68,7.47,143.09,793.29,7.4
17/11/1986,0.19,9.495,182.66,919.38,7.48
18/11/1986,3.33,10.91,123.23,1052.67,7.51
19/11/1986,0,10.505,242.26,902.3,7.65
20/11/1986,0,8.22,278.21,704.5,7.7
21/11/1986,3.8,7.945,214.47,761.81,7.72
22/11/1986,0,5.79,304.63,530.74,7.82
23/11/1986,0,6.31,294.87,576.25,7.84
24/11/1986,2.14,11.05,243.04,894.24,7.66
25/11/1986,2.63,14.555,214.64,1116.82,7.2
26/11/1986,0,13.705,210.18,1179.27,7.16
27/11/1986,0,15.985,237.96,1276.87,7.3
28/11/1986,0,11.85,246.13,943,7.4
29/11/1986,0,11.18,253.16,904.58,7.47
30/11/1986,0,11.66,249.3,920,7.53
1/12/1986,3.8,9.345,130,927.66,7.55
2/12/1986,13.3,12.04,168.82,1012.81,7.34
3/12/1986,14.13,13.65,176,1106.26,6.6
4/12/1986,0,7.255,274.24,637.53,6.54
5/12/1986,0,4.98,275.02,536.64,6.64
6/12/1986,0,3.265,280.32,452.2,6.71
7/12/1986,0,2.81,291.51,400.14,6.75
8/12/1986,0,6.29,241.87,635.3,6.79
9/12/1986,3.37,11.655,179.85,931.22,6.83
10/12/1986,4.62,15.885,173.43,1246.67,6.87
11/12/1986,14.73,12.22,201.44,835.42,6.69
12/12/1986,10.58,4.81,93.84,719.8,6.29
13/12/1986,2.7,2.915,150.49,572.52,5.34
14/12/1986,0,-0.185,266.68,360,5.21
15/12/1986,0,3.935,266.61,479.29,5.21
16/12/1986,0,5.7,277.41,512.01,5.2
17/12/1986,0,7.56,241.75,660.64,5.18
18/12/1986,2.52,9.095,148.93,891.57,5.17
19/12/1986,1.22,6.125,209.48,620.62,5.22
20/12/1986,0,5.055,245.9,560,5.29
21/12/1986,0,4.11,230.94,545.23,5.37
22/12/1986,0,2.19,243.08,448.22,5.42
23/12/1986,0,3.155,263.73,445.23,5.42
24/12/1986,34.53,7.43,162.31,712.92,4.81
25/12/1986,26.99,10.825,175.41,896.97,3.13
26/12/1986,0,8.01,167.67,817.38,3.06
27/12/1986,0,4.805,192.37,633.59,3.1
28/12/1986,0,3.93,203.7,582,3.16
29/12/1986,0,2.305,244.55,460.89,3.22
30/12/1986,0,4.065,237.07,544.1,3.24
31/12/1986,0,3.56,247.91,502.93,3.37
1/1/1987,33.25,3.595,187.49,517.94,2.85
2/1/1987,5.35,4.555,187.74,631.3,2.14
3/1/1987,0,3.535,226.63,558.4,2.42
4/1/1987,0,2.02,262.13,440.21,2.54
5/1/1987,0,2.955,232.85,524.82,2.66
6/1/1987,0,2.535,274.63,440,2.75
7/1/1987,0,5.875,274.56,567.01,2.82
8/1/1987,0,6.455,294.87,520.45,2.89
9/1/1987,0,2.935,289.21,440,2.96
10/1/1987,4.26,5,191.52,579.89,2.86
11/1/1987,0,5.28,218.59,640.91,2.71
12/1/1987,0,5.44,239.66,623.8,2.85
13/1/1987,0,4.51,299.52,480,3
14/1/1987,0,6.74,309.33,518.04,3.04
15/1/1987,0,10.005,289.8,732.95,3.05
16/1/1987,0,9.83,233.34,873.1,3.1
17/1/1987,5.26,6.195,147.26,720.13,2.89
18/1/1987,35.27,2.985,98.32,636.6,2.34
19/1/1987,67.46,4.085,93.19,703.82,1.59
20/1/1987,21.23,4.61,193.04,585.91,1.97
21/1/1987,8.82,4.225,157.34,641.42,2.17
22/1/1987,26.11,2.72,123.5,600,1.54
23/1/1987,13.16,0.29,99.38,522.15,2
24/1/1987,0,-2.265,300.2,318.74,2.3
25/1/1987,0,0.175,295.02,390.05,2.28
26/1/1987,11.07,-2.23,189.15,379.99,2.05
27/1/1987,4.63,-5.47,170,310.47,2.34
28/1/1987,0,-5.495,348.36,243.08,2.47
29/1/1987,0,-2.27,357.22,314.51,2.54
30/1/1987,0,2.14,338.95,455.02,2.38
31/1/1987,0,6.835,342.01,631.13,2.46
1/2/1987,0,3.285,369.13,440.8,2.61
2/2/1987,0,6.01,311.81,635.46,2.64
3/2/1987,2.11,7.225,301.13,706.38,2.69
4/2/1987,0,6.64,381.74,555.35,2.79
5/2/1987,0,4.245,329.7,537.64,2.86
6/2/1987,0,3.135,384.88,401.07,2.87
7/2/1987,0,6.765,343.18,603.54,2.84
8/2/1987,0,5.73,384.51,440.13,2.86
9/2/1987,0,6.225,384.03,474.06,3.03
10/2/1987,0,2.42,330.72,444.27,3.1
11/2/1987,0,3.625,369.2,440,3.09
12/2/1987,0,6.46,361.59,556.49,3.11
13/2/1987,0,6.735,375,531.13,3.21
14/2/1987,0,5.735,372.13,517.03,3.23
15/2/1987,3.19,5.45,246.33,584.34,3.27
16/2/1987,0,0.225,279.74,440,3.21
17/2/1987,36.73,-1.865,123.41,440.77,2.21
18/2/1987,8.34,0.185,129.72,517.71,2.29
19/2/1987,0,1.12,324.02,440,2.49
20/2/1987,0,1.765,355.69,436.67,2.6
21/2/1987,0,3.945,288.26,568.07,2.67
22/2/1987,0,2.245,340.71,440.02,2.67
23/2/1987,31.42,4.715,219.18,600.33,2.27
24/2/1987,0,4.19,382.99,479.86,2.49
25/2/1987,0,4.345,349.68,521.72,2.62
26/2/1987,0,3.535,375.54,460.7,2.7
27/2/1987,0,4.79,257.83,638.07,2.46
28/2/1987,18.24,5.335,189.6,665.07,1.89
1/3/1987,26.49,13.86,259.87,1032.49,1.63
2/3/1987,0,13.615,370.15,957.7,2.09
3/3/1987,0,9.31,408.81,640,2.34
4/3/1987,0,8.11,424.07,575.73,2.51
5/3/1987,0,2.41,360.43,457.49,2.62
6/3/1987,0,4.085,403.58,477.11,2.71
7/3/1987,0,8.64,442.57,560,2.75
8/3/1987,0,12.565,433.55,770.04,2.77
9/3/1987,12.77,15.17,264.93,1139.1,2.56
10/3/1987,20.18,8.61,344.02,545.97,2.1
11/3/1987,0.07,-0.32,195.59,484.61,2.36
12/3/1987,0,2.345,253.56,557.09,2.37
13/3/1987,0,4.625,380.25,555.26,2.47
14/3/1987,0,4.885,431.23,509.68,2.6
15/3/1987,0,7.59,440.48,599.89,2.69
16/3/1987,4.94,9.095,330.96,655.79,2.73
17/3/1987,2.63,3.215,343.21,518.42,2.76
18/3/1987,0,5.745,446.28,522.17,2.83
19/3/1987,4.85,7.67,251.26,734.85,2.75
20/3/1987,1.55,5.37,371,560,2.46
21/3/1987,0,7.855,436.7,625.05,2.6
22/3/1987,0,7.97,420.2,640,2.75
23/3/1987,0,7.845,454.19,599.76,2.89
24/3/1987,0,9.465,472.36,634.66,2.96
25/3/1987,0,10.4,481.01,640.34,3.02
26/3/1987,0,15.19,413.44,1073.31,3.06
27/3/1987,1.46,14.805,400.42,1049.98,2.83
28/3/1987,7.74,16.505,228.51,1379.7,2.2
29/3/1987,0,13.63,424.51,944.21,2.42
30/3/1987,1.4,15.065,309.63,1216.58,2.43
31/3/1987,8.83,15.485,207.94,1343.18,2.36
1/4/1987,0,8.215,494.35,566.31,2.58
2/4/1987,0,7.68,438.24,631.15,2.69
3/4/1987,0,10.7,431.09,796.19,2.76
4/4/1987,9,9.405,274.09,801.54,2.63
5/4/1987,0,5.48,328.34,640,2.72
6/4/1987,2.26,5.57,319.79,639.74,2.81
7/4/1987,0,8.765,428.22,720,2.9
8/4/1987,0,13.16,437.54,955.33,2.99
9/4/1987,0,12.92,475.62,897.95,3.09
10/4/1987,0,12.045,507.79,762.96,3.18
11/4/1987,0,13.68,504.23,844.48,3.24
12/4/1987,3.16,16.435,366.34,1070.1,3.3
13/4/1987,2.29,16.77,419.63,1146.87,3.4
14/4/1987,0,14.525,465.39,983.73,3.47
15/4/1987,9.91,13.91,253.79,1169.1,3.38
16/4/1987,63.3,13.92,175.82,1302.32,1.98
17/4/1987,17.8,14.585,250.19,1239.4,2.04
18/4/1987,5.67,15.085,233.9,1307.48,2.31
19/4/1987,0,15.165,255.22,1386.3,2.42
20/4/1987,0,16.5,249.36,1524.98,2.53
21/4/1987,0,16.715,253.4,1560,2.62
22/4/1987,0,17.485,423.27,1362.52,2.73
23/4/1987,0,19.09,448.74,1441.01,2.81
24/4/1987,7.41,18.24,359.51,1517.58,2.83
25/4/1987,28.68,14.295,281.22,1214.26,2.22
26/4/1987,1.06,9.765,351.16,920,2.38
27/4/1987,0,11.06,492.61,827.71,2.59
28/4/1987,0,12.99,484.65,952.33,2.73
29/4/1987,0,12.48,556.03,779.37,2.9
30/4/1987,0,17.875,511.94,1224.31,3.06
1/5/1987,0,17.79,545.81,1094.71,3.18
2/5/1987,0,19.32,523.62,1285.7,3.28
3/5/1987,11.03,22.36,375.47,1682.74,3.35
4/5/1987,13.19,20.755,379.17,1435.01,3.41
5/5/1987,4.85,12.185,253.8,1085.08,3.38
6/5/1987,0,13.445,494.74,939.37,3.44
7/5/1987,0,17.695,497.03,1242.33,3.55
8/5/1987,1.48,18.83,473.81,1377.05,3.62
9/5/1987,0,15.44,529.63,991.98,3.74
10/5/1987,0,18.765,539.72,1186.04,3.85
11/5/1987,0,21.685,503.19,1538.96,3.94
12/5/1987,0,21.93,480.86,1630.89,4.01
13/5/1987,0.46,22.345,409.56,1863.73,4.03
14/5/1987,0,17.38,384.73,1433.52,4.04
15/5/1987,0,19.36,415.71,1575.5,4.13
16/5/1987,0,20.09,445.85,1574.73,4.27
17/5/1987,0,18.84,519.6,1269.57,4.36
18/5/1987,0,23.805,466.76,1842.78,4.45
19/5/1987,0,25.575,437.95,2117.93,4.54
20/5/1987,11.85,21.39,328.25,1671.26,4.55
21/5/1987,0,17.575,337.62,1479.19,4.61
22/5/1987,0,21.14,405.4,1724.91,4.69
23/5/1987,0,23.61,393.6,2023.28,4.79
24/5/1987,0,25.2,399.44,2190.53,4.87
25/5/1987,0,24.615,411.93,2087.61,4.96
26/5/1987,7.96,22.445,353.01,1908.87,4.98
27/5/1987,0,21.01,374,1765.36,5.07
28/5/1987,0,22.65,390.11,1903.63,5.14
29/5/1987,0,23.86,421.89,1967.34,5.22
30/5/1987,0,25.725,442.85,2117.74,5.32
31/5/1987,0,26.205,443.7,2185.68,5.45
1/6/1987,0,26.26,402.19,2323.03,5.45
2/6/1987,8.19,25.72,322.22,2191.14,5.26
3/6/1987,0,25.785,447.76,2132.81,5.48
4/6/1987,18.47,25.695,320.06,2193.12,4.64
5/6/1987,0,23.32,389.79,2025.37,4.73
6/6/1987,0,21.19,500.43,1487.81,4.94
7/6/1987,0,22.54,487.96,1652.79,4.5
8/6/1987,0,25.75,429.72,2199.72,5.23
9/6/1987,0,26.78,404.57,2408.98,5.35
10/6/1987,0,24.26,471.02,1888.93,5.48
11/6/1987,0,18.795,512.35,1284.82,5.55
12/6/1987,0,23.24,446.89,1864.72,5.53
13/6/1987,0.35,25.495,356.45,2351.67,5.57
14/6/1987,1.69,23.41,297.95,2171.86,5.13
15/6/1987,0,25.295,418.68,2191.07,5.05
16/6/1987,0,27.145,352.97,2639.16,5.3
17/6/1987,16.16,25.6,296.8,2316.84,5.36
18/6/1987,0,24.34,434.01,2065.7,4.17
19/6/1987,0.02,23.995,462.31,1911.35,4.25
20/6/1987,0,26.445,407.23,2371.72,4.45
21/6/1987,0,27.745,382.53,2638.56,4.6
22/6/1987,0,27.82,330.74,2806.69,4.72
23/6/1987,18.07,27.7,271.59,2703.49,4.85
24/6/1987,6.1,26.05,309.64,2318.46,4.9
25/6/1987,0,21.48,451.38,1711.66,5
26/6/1987,0.1,24.75,399.75,2200,5.12
27/6/1987,0,25.59,403.4,2291.77,5.27
28/6/1987,0,23.06,491.54,1733.38,5.47
29/6/1987,0,23.02,495.49,1712.5,5.56
30/6/1987,0,25.995,446.57,2199.15,5.66
1/7/1987,0,27.49,395.64,2556.29,5.64
2/7/1987,0.03,27.93,375.93,2687.65,5.61
3/7/1987,1.65,27.77,333.48,2793.08,5.7
4/7/1987,6.68,27.205,275.47,2624.98,5.76
5/7/1987,11.63,26.86,270.83,2594.89,5.8
6/7/1987,0,25.795,395.64,2347.35,5.43
7/7/1987,0,27.7,394.19,2632.25,4.66
8/7/1987,0,28.75,431.12,2640,4.9
9/7/1987,0,29.505,434.73,2720,4.95
10/7/1987,0,29.31,426.45,2730.75,5.16
11/7/1987,0,29.245,408.86,2799.34,5.28
12/7/1987,0,27.825,436.79,2498.96,5.32
13/7/1987,32.79,26.995,375.49,2319.9,5.37
14/7/1987,0.07,27.115,410.53,2483.45,5.55
15/7/1987,11.15,23.81,318.16,2049.56,5.61
16/7/1987,0,23.42,358.59,2148.43,5.71
17/7/1987,0,22.92,468.93,1753.26,5.83
18/7/1987,0,22.135,511.83,1499.02,5.97
19/7/1987,0,24.56,508.63,1698.86,6.11
20/7/1987,0,26.82,492.13,1980.67,6.24
21/7/1987,0,28.585,480.46,2204.82,6.36
22/7/1987,0,30.185,425.86,2709.64,6.49
23/7/1987,0,28.1,453.48,2290.14,6.58
24/7/1987,0,27.515,483.39,2025.36,6.64
25/7/1987,0,28.215,454.81,2151.11,6.68
26/7/1987,0,28.495,442.3,2241.99,6.76
27/7/1987,8.22,28.515,313.1,2505.35,6.88
28/7/1987,0,27.54,384.64,2458.78,6.91
29/7/1987,0,25.855,429.55,2062.07,7
30/7/1987,0,25.18,466.2,1825.14,7.1
31/7/1987,0,27.5,405.37,2352.71,7.15
1/8/1987,7.41,27.2,318.64,2377.53,6.58
2/8/1987,0.94,26.325,400.53,2158.12,5.33
3/8/1987,0,28.385,367.93,2571.13,5.76
4/8/1987,6.3,29.845,343.44,2789.32,6
5/8/1987,11.76,28.82,304.83,2575.89,6.13
6/8/1987,0.37,27.66,343.76,2600.53,6.35
7/8/1987,0,25.96,304.67,2529.32,6.13
8/8/1987,0,25.69,391.48,2192.19,6.17
9/8/1987,0,27.435,391.78,2390.9,6.43
10/8/1987,0,28.39,352.58,2701.09,6.29
11/8/1987,0,26.655,379.19,2358.63,4.77
12/8/1987,0,23.84,428.19,1839.52,5.01
13/8/1987,0,23.055,441.99,1706.22,5.28
14/8/1987,0,23.22,429.92,1763.17,5.44
15/8/1987,12.34,24.52,286.54,2121.01,5.25
16/8/1987,15.63,25.285,203.67,2554.91,5.15
