date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(mm),GW(feet)
12/2/1985,0.09,14.37,0.455999884,343.98,891.21,0.098815139,7.957317073,25.56
13/2/1985,0,8.245,0.459999884,409.62,500.99,0.091628584,7.972560976,26.8
14/2/1985,0,8.25,0.459999884,423.19,470.18,0.086238667,7.911585366,26.8
15/2/1985,0.72,9.945,0.459999884,351.79,681.83,0.086238667,7.957317073,26.69
16/2/1985,0,8.71,0.459999884,424.02,491.1,0.086238667,8.033536585,26.56
17/2/1985,0,12.4,0.463999884,438.81,561.87,0.086238667,8.06402439,26.39
18/2/1985,0,15.25,0.463999884,436.52,648.3,0.084442028,8.079268293,26.2
19/2/1985,0,18.16,0.463999884,395.11,875.37,0.08084875,8.109756098,26.04
20/2/1985,0,20.265,0.464814352,345.39,1187,0.077255472,8.125,25.96
21/2/1985,0,20.43,0.468,324.21,1292.7,0.071865556,8.125,25.92
22/2/1985,0,21.01,0.468,278.64,1546.77,0.068272278,8.140243902,25.89
23/2/1985,0,21.685,0.468,300.5,1509.96,0.064679,8.155487805,25.93
24/2/1985,0,22.23,0.472,323.56,1449.87,0.062882361,8.155487805,25.73
25/2/1985,0,22.015,0.472,357.65,1284.33,0.059289083,8.170731707,25.63
26/2/1985,0,21.05,0.472,412.11,1010.9,0.055695806,8.170731707,26.07
27/2/1985,0,22.325,0.472,414.07,1077.18,0.053899167,8.18597561,26.08
28/2/1985,0,20.93,0.476,438.99,906.93,0.050305889,8.201219512,26.01
1/3/1985,0,22.24,0.476,411.47,1086.22,0.04850925,8.216463415,25.83
2/3/1985,0,21.25,0.476,434.12,948.32,0.044915972,8.216463415,25.84
3/3/1985,1.56,20.645,0.478650116,397.92,1058.62,0.043119333,8.216463415,25.72
4/3/1985,0,21.34,0.48,394.36,1131.68,0.037729417,8.231707317,25.67
5/3/1985,0,21.84,0.48,402.98,1123.66,0.035932778,8.201219512,25.52
6/3/1985,0,21.685,0.48,424.45,798.23,0.0323395,8.155487805,25.45
7/3/1985,0,22.26,0.483999884,313.65,930.46,0.028746222,8.155487805,25.32
8/3/1985,0,21.405,0.483999884,379.54,703.1,0.026949583,8.170731707,25.26
9/3/1985,0,20.71,0.483999884,466.78,560,0.025152944,8.18597561,25.25
10/3/1985,0,20.88,0.487921644,474.04,560,0.023356306,8.155487805,25.41
11/3/1985,0,22.5,0.488000116,436.86,680,0.021559667,8.170731707,25.73
12/3/1985,0,22.355,0.488000116,454.14,640,0.019763028,8.201219512,25.81
13/3/1985,0,21.455,0.488000116,492.9,560,0.016888406,8.18597561,25.65
14/3/1985,0,22.515,0.491999537,477.23,640,0.014552775,8.18597561,25.8
15/3/1985,0,22.51,0.491999537,462.89,641.8,0.019763028,8.201219512,25.86
16/3/1985,15.37,22.61,0.491999537,330.04,717.86,0.140137834,8.231707317,26
17/3/1985,10.94,22.105,0.495999884,284.96,1205.19,0.233563056,8.231707317,26.02
18/3/1985,7.97,16.155,0.495999884,348.17,749.77,0.34136139,8.231707317,25.92
19/3/1985,0,13.01,0.495999884,514.45,460.78,0.287462223,8.262195122,25.8825
20/3/1985,0,16.52,0.495999884,484.74,627.44,0.197630278,8.292682927,25.845
21/3/1985,28.3,19.01,0.5,229.85,1498.99,0.179663889,8.307926829,25.8075
22/3/1985,21.92,21.28,0.5,237.75,1896.22,0.287462223,8.323170732,25.77
23/3/1985,0,19.96,0.5,470.69,1188.92,0.269495834,8.353658537,25.77
24/3/1985,0,20.205,0.504000116,476.46,1178.79,0.215596667,8.368902439,26.13
25/3/1985,0,19.8,0.504000116,482.89,1114.99,0.154510945,8.384146341,26.63
26/3/1985,0,19.405,0.504000116,434.29,1243.64,0.114984889,8.384146341,26.67
27/3/1985,0,18.48,0.504000116,449.61,1141.63,0.089831945,8.399390244,26.56
28/3/1985,0,19.14,0.508000116,475.8,1098.99,0.077255472,8.414634146,26.28
29/3/1985,0,19.78,0.508000116,498.3,1055.98,0.064679,8.445121951,26.16
30/3/1985,0,21.085,0.508000116,469.51,1241.62,0.053899167,8.460365854,26.93
31/3/1985,0,22.275,0.512,491.35,1230.36,0.046712611,8.490853659,27
1/4/1985,0,23.25,0.512,472.16,1377.52,0.039526056,8.521341463,26.88
2/4/1985,10.88,19.21,0.512,370.96,1191,0.071865556,8.582317073,26.89
3/4/1985,0,13.78,0.512078472,462.77,870.8,0.107798334,8.62804878,26.89
4/4/1985,0,16.25,0.516,526.45,815.22,0.095221861,8.658536585,26.72
5/4/1985,0,19.495,0.516,511.47,994.21,0.075458833,8.68902439,26.5
6/4/1985,0,20.545,0.516,469.64,1191.42,0.062882361,8.719512195,26.29
7/4/1985,0,22.75,0.520000116,370.48,1729.04,0.057492445,8.765243902,26.14
8/4/1985,0,22.335,0.520000116,434.51,1448.54,0.055695806,8.826219512,26.59
9/4/1985,0,21.405,0.520000116,372.56,1607.65,0.04850925,8.87195122,26.59
10/4/1985,0,19.215,0.521349884,384.23,1392.37,0.037729417,8.917682927,26.52
11/4/1985,0,20.42,0.524,379.47,1509.62,0.030542861,8.948170732,26.54
12/4/1985,2.15,21.64,0.524,262.47,2041.05,0.028746222,8.887195122,26.49
13/4/1985,20.81,22.47,0.524,224.29,2136.53,0.075458833,8.765243902,26.34
14/4/1985,5.76,22.945,0.528,297.2,1999.67,0.129358,8.75,26.05
15/4/1985,18.97,22.87,0.528,236.28,2173.94,0.197630278,8.81097561,25.96
16/4/1985,2.93,20.95,0.528,356.18,1846.22,0.269495834,8.856707317,25.75
17/4/1985,0,21.91,0.528,463.53,1609.11,0.251529445,8.734756098,25.73
18/4/1985,0,22.29,0.532000116,407,1861.07,0.197630278,8.460365854,25.79
19/4/1985,0,21.835,0.532000116,352.44,1990.07,0.140137834,8.384146341,25.88
20/4/1985,0,21.755,0.532000116,410.66,1779.6,0.11318825,8.429878049,25.78
21/4/1985,0,22.475,0.535185532,420.22,1808.02,0.093425222,8.490853659,25.68
22/4/1985,0,22.42,0.535999884,429.7,1772.83,0.079052111,8.582317073,25.53
23/4/1985,0,23.045,0.535999884,437.13,1810.83,0.068272278,8.68902439,25.39
24/4/1985,0,23.42,0.535999884,451.82,1792.96,0.053899167,8.780487805,25.27
25/4/1985,0,22.255,0.54,514.06,1448,0.044915972,8.887195122,25.29
26/4/1985,0,22.755,0.54,511.91,1492.54,0.035932778,8.963414634,25.21
27/4/1985,0,23.5,0.54,533.83,1447.87,0.028746222,9.009146341,25.13
28/4/1985,0,24.565,0.54,515.75,1618.33,0.021559667,9.100609756,25.11
29/4/1985,8.44,24.77,0.544000116,370.11,1916.11,0.01616975,8.978658537,25.04
30/4/1985,7.76,24.675,0.544000116,298.75,2280.5,0.019763028,8.948170732,25.01
1/5/1985,0,23.05,0.544000116,405.8,1997.85,0.016888406,8.978658537,25.05
2/5/1985,0,22.56,0.544000116,491.15,1636.91,0.012217144,9.054878049,25.05
3/5/1985,0,24.07,0.547999884,462.07,1885.57,0.008084875,9.115853659,25.11
4/5/1985,10.94,24.145,0.547999884,327.84,2121.2,0.005749244,9.176829268,25.15
5/5/1985,0,24.45,0.547999884,370.48,2320.86,0.004671261,9.192073171,25.16
6/5/1985,0,22.91,0.547999884,475.29,1791.34,0.003593278,9.237804878,25.18
7/5/1985,0,21.995,0.549349769,536.47,1459.69,0.002155967,9.298780488,25.21
8/5/1985,0,22.505,0.552,533.27,1512.91,0.001437311,9.344512195,25.26
9/5/1985,0,23.185,0.552,493.09,1712.73,0.000359328,9.375,25.27
10/5/1985,0,23.825,0.552,478.31,1818.09,0,8.932926829,25.27
11/5/1985,0,24.77,0.552,436.91,2081.69,0,8.582317073,25.24
12/5/1985,0,24.375,0.556,495.26,1784.29,0,7.774390244,25.18
13/5/1985,0,25.25,0.556,482.41,1901.28,0,7.606707317,25.17
14/5/1985,0,26.14,0.556,471.24,2035.33,0,7.652439024,25.16
15/5/1985,0,26.12,0.556,478.07,1995.12,0,7.804878049,25.15
16/5/1985,7.26,26.625,0.556,347.32,2289.04,0,7.926829268,25.08
17/5/1985,0,25.255,0.56,527.44,1684.07,0,7.942073171,25.33
18/5/1985,0,24.2,0.56,515.25,1641.74,0,8.018292683,25.38
19/5/1985,0,23.46,0.56,502.37,1628.02,0,8.125,25.13
20/5/1985,0,26.425,0.56,441.24,2178.03,0,8.216463415,25.76
21/5/1985,0,27.075,0.56,435.91,2273.1,0,8.323170732,25.74
22/5/1985,0,26.64,0.561349769,447.22,2161.56,0,8.323170732,25.55
23/5/1985,8.93,26.16,0.563999884,332.57,2280,0,8.429878049,25.39
24/5/1985,9.13,25.75,0.563999884,319.61,2280,0,8.521341463,25.46
25/5/1985,2.43,25.27,0.563999884,360.47,2320,0,8.658536585,25.43
26/5/1985,0.25,24.175,0.563999884,410.43,2115.83,0,8.719512195,25.39
27/5/1985,0,23.71,0.563999884,443.99,1942.56,0,8.856707317,25.2
28/5/1985,0,23.23,0.563999884,493.24,1701.79,0,8.81097561,25.12
29/5/1985,0,24.75,0.567185417,486.64,1870.57,0,8.87195122,25.39
30/5/1985,0,25.485,0.568,469.24,2019.73,0,8.963414634,25.46
31/5/1985,0,26.22,0.568,457.02,2149.18,0,9.009146341,25.51
1/6/1985,0,27.905,0.568,450.37,2360.75,0,9.100609756,25.52
2/6/1985,0,28.25,0.568,461.02,2340.55,0,9.161585366,25.53
3/6/1985,0,28.805,0.568,457.8,2410.43,0,9.237804878,25.63
4/6/1985,0,29.835,0.568,426.65,2695.91,0,9.31402439,25.7
5/6/1985,0,28.055,0.568,425.25,2483.65,0,9.375,25.67
6/6/1985,0,27.395,0.568078356,416.54,2441.88,0,9.43597561,25.59
7/6/1985,0,27.74,0.571185532,414.49,2499.33,0,9.512195122,25.23
8/6/1985,0,28.565,0.572,399.41,2686.54,0,9.573170732,25.15
9/6/1985,0,27.765,0.572,439.89,2379.21,0,9.618902439,25.1
10/6/1985,0,28,0.572,424.73,2475.08,0,9.664634146,25.08
11/6/1985,0,28.5,0.572,397.28,2687.91,0,9.710365854,25.05
12/6/1985,18.89,28.25,0.572,307.56,2640,0,9.786585366,25.01
13/6/1985,19.14,26.47,0.572,286.64,2480,0.000179664,9.847560976,25.05
14/6/1985,28.75,25.5,0.572,249.21,2480,0.197630278,9.87804878,25.2
15/6/1985,7.11,25.75,0.572,213.42,2640,0.305428612,9.923780488,25.25
16/6/1985,6.75,27.5,0.572,248.17,2800,0.287462223,9.984756098,25.25
17/6/1985,0,27.745,0.572,403.77,2640,0.251529445,10.0304878,25.27
18/6/1985,0,28.35,0.572,396.82,2754.38,0.170680695,10.06097561,25.27
19/6/1985,0.64,28.13,0.572,395.18,2720,0.106001695,10.10670732,25.27
20/6/1985,3.09,27.475,0.572,309,2719.83,0.08084875,10.06097561,25.28
21/6/1985,8.3,26.825,0.572,272.79,2644.04,0.066475639,10.0152439,25.31
22/6/1985,0,27,0.572,347.14,2720,0.059289083,10.0304878,25.27
23/6/1985,18.67,26.99,0.572,261.51,2720,0.050305889,10.0152439,25.24
24/6/1985,0,26.615,0.572,376.13,2596,0.037729417,10.06097561,25.35
25/6/1985,0,26.505,0.572,411.33,2482.7,0.028746222,10.12195122,25.36
26/6/1985,0,26.505,0.572,385.49,2562.16,0.023356306,10.16768293,25.4
27/6/1985,8.29,27.23,0.572,282.96,2720,0.019763028,10.19817073,25.41
28/6/1985,10.97,27.75,0.572,318.28,2640,0.023356306,10.18292683,25.39
29/6/1985,2.21,28.25,0.572,348.05,2880,0.021559667,10.21341463,25.29
30/6/1985,12.52,28.55,0.572,306.39,2816.4,0.014732439,10.27439024,25.23
1/7/1985,9.63,27.535,0.572,315.54,2651.04,0.014552775,10.32012195,25.25
2/7/1985,0,26.5,0.572,401.91,2560,0.041322695,10.35060976,25.2
3/7/1985,0,26.25,0.572,445.48,2400,0.071865556,10.38109756,25.17
4/7/1985,0,26.53,0.572,434.49,2480,0.066475639,10.42682927,25.13
5/7/1985,0,27.065,0.572,434.72,2560,0.046712611,10.45731707,25.11
6/7/1985,8.08,27.99,0.569349653,381.9,2720,0.073662195,10.47256098,25.1
7/7/1985,0,28.26,0.568,413.46,2800,0.068272278,10.48780488,25.14
8/7/1985,0,28.49,0.568,425.64,2797.15,0.055695806,10.51829268,25.7
9/7/1985,8.04,28,0.568,339.41,2640,0.043119333,10.50304878,25.59
10/7/1985,0,27.805,0.568,441.61,2657.32,0.0323395,10.48780488,25.35
11/7/1985,13.16,27.8,0.568,347.24,2575.71,0.023356306,10.48780488,25.26
12/7/1985,19.64,26.75,0.568,354.85,2400,0.025152944,9.969512195,25.2
13/7/1985,0,26.305,0.568,455.44,2400.43,0.0323395,9.115853659,25.23
14/7/1985,3.35,26.365,0.568,302.16,2564.48,0.132951278,8.932926829,25.3
15/7/1985,19.31,25.76,0.565349769,321.06,2400,0.215596667,8.704268293,25.35
16/7/1985,16.3,26.365,0.563999884,321.51,2481,0.197630278,8.551829268,25.44
17/7/1985,2.12,27,0.563999884,400.01,2560,0.305428612,8.536585366,25.6
18/7/1985,24.47,27,0.563999884,324.76,2560,0.359327779,8.597560976,25.6
19/7/1985,23.41,26.25,0.563999884,318.85,2480,0.646790001,8.658536585,25.29
20/7/1985,11.63,26.23,0.563999884,317.42,2480,1.113916114,8.658536585,25.15
21/7/1985,3.21,26.5,0.563999884,287.83,2640,1.203748058,8.673780488,25.04
22/7/1985,7.41,26.75,0.56,294.47,2640,0.934252224,8.734756098,25.03
23/7/1985,11.22,25.705,0.56,245.04,2640,0.66475639,8.841463415,25.12
24/7/1985,9.78,25.11,0.56,233.12,2587.38,0.521025279,8.932926829,25.17
25/7/1985,0,26.32,0.56,372.03,2640,0.395260556,9.009146341,25.13
26/7/1985,0,27.505,0.56,377.48,2801.21,0.323395001,9.115853659,25.03
27/7/1985,0,27.21,0.55735,392.44,2720,0.287462223,9.176829268,24.98
28/7/1985,0,27.47,0.556,407.44,2720,0.287462223,9.25304878,24.96
29/7/1985,0,27.46,0.556,416.11,2692.17,0.305428612,9.344512195,24.97
30/7/1985,0,27.55,0.556,411.67,2720,0.34136139,9.405487805,24.93
31/7/1985,0,27.225,0.556,426.15,2631.86,0.323395001,9.466463415,24.92
1/8/1985,0,26.995,0.553349653,480.59,2398.53,1.131882502,9.43597561,24.92
2/8/1985,0,27.5,0.552,456.79,2560,2.389529727,9.481707317,24.86
3/8/1985,19.47,27.01,0.552,337.53,2560,1.760706115,9.557926829,24.91
4/8/1985,0,27.36,0.552,440.35,2594.44,1.293580003,9.618902439,24.98
5/8/1985,0,27.75,0.552,418.39,2720,1.185781669,9.649390244,25.06
6/8/1985,0,27.21,0.547999884,424.06,2625.83,1.024084169,9.710365854,25.7
7/8/1985,0,27.51,0.547999884,431.52,2643.15,0.934252224,9.756097561,26.29
8/8/1985,14.38,27.5,0.547999884,324.09,2640,0.772554724,9.725609756,26.13
9/8/1985,12.55,27.75,0.547999884,313.63,2720,0.952218613,9.405487805,25.92
10/8/1985,0,27.43,0.544000116,411.99,2697.41,1.401378336,8.231707317,25.76
11/8/1985,0,27.02,0.544000116,413.18,2640,1.724773337,7.881097561,25.72
12/8/1985,6.03,28.255,0.544000116,332.46,2721.63,1.581042226,7.698170732,25.68
13/8/1985,10.84,28.24,0.544000116,312.33,2799.83,1.50917667,7.652439024,25.64
14/8/1985,5.96,28,0.540078472,281.59,2880,1.616975004,7.606707317,25.65
15/8/1985,0,27.62,0.54,401.22,2758.56,2.928521395,7.728658537,25.65
16/8/1985,0,28.255,0.54,389.78,2883.08,4.006504731,7.43902439,25.64
17/8/1985,0,28.265,0.54,416.85,2805.58,3.880740008,7.347560976,25.52
18/8/1985,0.01,28.795,0.535999884,435.16,2814.97,2.641059172,7.393292683,25.51
19/8/1985,0.04,28.5,0.535999884,448.1,2720,1.724773337,7.347560976,25.57
20/8/1985,18.78,27.75,0.535999884,345.67,2560,1.634941392,7.286585366,26.12
21/8/1985,14.62,27.64,0.535999884,325.58,2640,3.701076119,7.332317073,26.12
22/8/1985,0,27.75,0.532000116,410.84,2720,3.754975286,7.149390244,26.05
23/8/1985,0,27.73,0.532000116,431.24,2640,2.730891117,7.103658537,26.03
24/8/1985,0,27.65,0.532000116,398.5,2726.03,1.958336393,7.225609756,26
25/8/1985,0,27.75,0.532000116,403.66,2720,1.563075837,7.43902439,25.96
26/8/1985,0,28.75,0.528,368.59,3000,1.024084169,7.591463415,25.94
27/8/1985,14.6,27.13,0.528,299.54,2640,1.060016947,7.774390244,25.75
28/8/1985,0,27.6,0.528,302.29,2993.58,1.131882502,7.835365854,25.56
29/8/1985,8.59,27.525,0.524078472,273.62,2797.22,1.149848891,7.957317073,25.57
30/8/1985,7.09,27.57,0.524,250.66,2880,1.455277503,8.048780488,25.51
31/8/1985,5,27.085,0.524,257.98,2793.94,1.293580003,8.155487805,25.45
1/9/1985,21.44,26.19,0.524,289.11,2560,1.652907781,8.201219512,25.44
2/9/1985,18.36,26.43,0.520000116,276.61,2640.66,3.18005084,8.18597561,25.77
3/9/1985,3.5,27.5,0.520000116,319.98,2800,5.318051123,8.201219512,25.78
4/9/1985,5.07,27,0.520000116,300.14,2640,4.850925011,8.24695122,25.65
5/9/1985,8.68,26.83,0.517349884,292.86,2640.94,5.749244457,8.307926829,25.54
6/9/1985,17.81,26.75,0.516,310.4,2559.58,9.05506002,7.881097561,25.47
7/9/1985,0,27.225,0.516,408.17,2640.94,13.29512781,7.591463415,25.42
8/9/1985,0,27.385,0.516,400.53,2682.62,10.51033752,7.530487805,25.33
9/9/1985,0,27.25,0.512,406.83,2640,7.168589182,7.5,26.07
10/9/1985,0,27,0.512,439.88,2480,5.174320011,7.408536585,26.3
11/9/1985,0,26.86,0.512,433.65,2480,3.898706397,7.408536585,26.18
12/9/1985,0,27.305,0.508000116,409.94,2621.1,3.000386951,6.631097561,26.04
13/9/1985,0,26.5,0.508000116,436.83,2400,2.299697783,6.600609756,25.96
14/9/1985,11.68,26.275,0.508000116,281.09,2568.4,2.120033894,6.25,25.88
15/9/1985,12.68,25.78,0.508000116,262.87,2560,2.335630561,5.655487805,25.82
16/9/1985,4.74,26.01,0.504000116,272.58,2560,2.533260839,5.50304878,25.75
17/9/1985,0,25.36,0.504000116,374.61,2435.65,2.874622229,5.487804878,26.13
18/9/1985,35.27,24.59,0.504000116,270.79,2360.43,5.318051123,5.625,26.16
19/9/1985,28.62,23.745,0.5,218.57,2400,15.66669115,5.807926829,25.94
20/9/1985,32.14,24.25,0.5,218.79,2480,17.30163254,5.960365854,25.78
21/9/1985,20.01,25.255,0.5,289.88,2401.05,17.37349809,6.082317073,25.64
22/9/1985,0,26.25,0.5,405.37,2480,13.4747917,6.234756098,25.51
23/9/1985,0,26.75,0.495999884,400.24,2560,9.935413077,5.640243902,25.455
24/9/1985,0,26.08,0.495999884,415.32,2405.64,7.348253072,5.625,25.4
25/9/1985,0,26.5,0.495999884,386.33,2560,5.569580568,5.853658537,25.31
26/9/1985,0,26.75,0.491999537,394.42,2560,4.383798898,4.923780488,25.24
27/9/1985,0,26.635,0.491999537,396.6,2523.22,3.485479452,4.893292683,25.18
28/9/1985,13.85,26.48,0.491999537,284.73,2553.64,2.748857506,4.634146341,25.56
29/9/1985,19.57,26.245,0.491999537,272.36,2560,2.425462505,4.634146341,26.06
30/9/1985,9.86,26.385,0.488000116,255.61,2638.81,2.245798616,4.87804878,26.02
1/10/1985,0.23,26.55,0.488000116,338.04,2655.72,2.120033894,4.176829268,25.84
2/10/1985,0,27.015,0.488000116,366.3,2644.36,1.922403615,4.146341463,25.71
3/10/1985,0,27.25,0.483999884,350.9,2720.66,1.778672504,4.161585366,25.93
4/10/1985,17.1,26.86,0.483999884,267.92,2640,1.652907781,4.466463415,25.81
5/10/1985,8.5,26.505,0.483999884,288.99,2481.1,1.563075837,4.009146341,25.78
6/10/1985,1.29,25.22,0.482650116,357.53,2390.68,1.545109448,3.887195122,25.79
7/10/1985,0,23.755,0.48,386.07,2121.88,1.34747917,3.658536585,25.79
8/10/1985,0,24.56,0.48,365.7,2289.34,1.113916114,3.68902439,25.55
9/10/1985,1.39,25.775,0.48,347.68,2488.5,0.934252224,4.176829268,25.4
10/10/1985,0,26,0.476,335.17,2560,0.790521113,4.603658537,25.3
11/10/1985,0,26.09,0.476,376.23,2429.77,0.700689168,4.908536585,25.38
12/10/1985,0,26.5,0.476,375.23,2480,0.646790001,5.076219512,26.04
13/10/1985,0,26.475,0.475921528,373.4,2480,0.700689168,5.259146341,26.3
14/10/1985,0,26.5,0.472,371.37,2480,0.718655557,4.070121951,26.28
15/10/1985,0,26.005,0.472,370.73,2400,0.66475639,4.222560976,26.09
16/10/1985,0,25.675,0.472,353.98,2406.96,0.628823612,4.024390244,26.12
17/10/1985,0,26.74,0.468,304.17,2717.67,0.556958057,4.070121951,25.97
18/10/1985,4.87,27,0.468,234.99,2720,0.50305889,3.521341463,25.84
19/10/1985,3.35,25.96,0.468,284.5,2560,0.485092501,3.109756098,25.9
20/10/1985,3.8,26.03,0.468,214.79,2642.58,0.485092501,2.042682927,25.81
21/10/1985,0,26.005,0.463999884,285.1,2640,0.485092501,2.301829268,25.63
22/10/1985,0,25.77,0.463999884,322.89,2486.49,0.467126112,2.896341463,25.52
23/10/1985,0,25.505,0.463999884,311.76,2480.88,0.413226945,3.841463415,25.38
24/10/1985,0,26.01,0.463999884,283.65,2639.67,0.377294167,4.481707317,25.55
25/10/1985,0,25.605,0.459999884,305.38,2513.02,0.34136139,4.862804878,25.57
26/10/1985,0.12,25.725,0.459999884,295.89,2552.15,0.305428612,5.12195122,25.53
27/10/1985,0,25.65,0.459999884,245.81,2688.24,0.305428612,5.350609756,25.43
28/10/1985,20.03,26.255,0.459921412,200.83,2720,0.359327779,5.06097561,25.33
29/10/1985,0,26.24,0.455999884,317.41,2557.3,0.413226945,5.076219512,25.24
30/10/1985,0,25,0.455999884,349.5,2280,0.50305889,4.908536585,25.17
31/10/1985,1.22,25.5,0.455999884,301.01,2400,0.538991668,5.853658537,25.1
1/11/1985,5.89,24.75,0.455999884,252.84,2279.99,0.521025279,6.097560976,25.16
2/11/1985,0,23,0.452,366.71,1920,0.467126112,5.792682927,25.54
3/11/1985,11.81,25.39,0.452,242.03,2364.03,0.50305889,5.792682927,25.51
4/11/1985,4.81,22.375,0.452,259.98,1919.05,1.024084169,5.838414634,25.43
5/11/1985,0,16.64,0.452,412.48,1188.47,1.760706115,5.914634146,25.33
6/11/1985,0,15.345,0.448,409.63,1095.53,1.760706115,5.945121951,25.28
7/11/1985,0,15.945,0.448,419.92,1070.97,1.077983336,6.051829268,25.29
8/11/1985,0,18.035,0.448,408.87,1245.59,0.736621946,6.18902439,25.3
9/11/1985,0.01,20.255,0.448,358.56,1600.5,0.592890835,6.295731707,25.26
10/11/1985,0.24,21.785,0.446650231,329.22,1811.89,0.538991668,6.387195122,25.31
11/11/1985,0.04,22.75,0.443999884,311.97,2000,0.467126112,6.478658537,25.33
12/11/1985,1.29,23.185,0.443999884,290.93,2109.92,0.431193334,6.539634146,26.59
13/11/1985,0,23.78,0.443999884,287.89,2195.38,0.395260556,6.478658537,26.85
14/11/1985,0,24.145,0.443999884,279.31,2280,0.359327779,6.463414634,26.82
15/11/1985,0,23.5,0.442650116,295.29,2120,0.323395001,6.615853659,26.53
16/11/1985,0,22.935,0.440000116,311.37,2000,0.305428612,6.75304878,26.72
17/11/1985,0,22.5,0.440000116,328.14,1880,0.287462223,6.829268293,26.78
18/11/1985,0,24.055,0.440000116,257.24,2297.5,0.269495834,6.890243902,26.77
19/11/1985,2.38,24.395,0.440000116,188.43,2480,0.251529445,6.981707317,26.77
20/11/1985,4.3,25.465,0.440000116,117.4,2788.52,0.269495834,7.042682927,26.62
21/11/1985,0.04,26,0.435999884,182.26,2800,0.323395001,7.088414634,26.23
22/11/1985,0,25.5,0.435999884,211.13,2640,0.34136139,7.149390244,26.12
23/11/1985,0,23.75,0.435999884,274.36,2200,0.305428612,7.256097561,26.04
24/11/1985,0,23.5,0.435999884,241.27,2279.83,0.269495834,7.332317073,25.94
25/11/1985,0,23.605,0.435999884,258.16,2233.12,0.251529445,7.362804878,25.94
26/11/1985,0,22.36,0.435999884,304.37,1902.05,0.233563056,7.332317073,25.96
27/11/1985,0,22.06,0.434650116,297.89,1889.22,0.215596667,7.240853659,25.9
28/11/1985,0,22.95,0.432,296.35,1983.56,0.215596667,7.225609756,25.88
29/11/1985,0,23.75,0.432,282.63,2120,0.197630278,7.301829268,25.82
30/11/1985,0,24.01,0.432,270.88,2203.61,0.197630278,7.408536585,25.75
1/12/1985,0,24.02,0.432,269.83,2206.4,0.179663889,7.515243902,25.71
2/12/1985,0,23.5,0.432,289.7,2080,0.174273973,7.5,25.7
3/12/1985,0,18.615,0.432,350.94,1337.1,0.172477334,7.606707317,25.67
4/12/1985,0,19.635,0.432,276.07,1682.3,0.167087417,6.875,25.59
5/12/1985,16.7,21.165,0.432,182.75,1920.91,0.215596667,6.737804878,25.49
6/12/1985,15.2,18.46,0.430650231,185.44,1637.41,0.359327779,6.829268293,25.54
7/12/1985,0,15.29,0.428000116,338.87,1158.42,0.34136139,7.027439024,25.55
8/12/1985,0,18.095,0.428000116,307.12,1456.1,0.323395001,7.179878049,25.52
9/12/1985,0,19.675,0.428000116,282.84,1695.64,0.34136139,7.347560976,25.48
